AMAPCODE;AMPA State;AMAP LGA;State;LGA;LGA from Facilities
NIE;KNS;DKD;Kano;Dawakin Kudu;Dawakin Kudu
NIE;KNS;DTF;Kano;Dawakin Tofa;Dawakin Tofa
NIE;KNS;DGW;Kano;Doguwa;Doguwa
NIE;KNS;FGE;Kano;Fagge;Fagge
NIE;KNS;GSW;Kano;Gabasawa;Gabasawa
NIE;KNS;GAK;Kano;Garko;Garko
NIE;KNS;GNM;Kano;Garum Mallam;Garum Mallam
NIE;KNS;GYA;Kano;Gaya;Gaya
NIE;KNS;GZW;Kano;Gezawa;Gezawa
NIE;KNS;GWL;Kano;Gwale;Gwale
NIE;KNS;GRZ;Kano;Gwarzo;Gwarzo
NIE;KNS;KBK;Kano;Kabo;Kabo
NIE;KNS;KMC;Kano;Kano Municipal;Kano Municipal
NIE;KNS;KRY;Kano;Karaye;Karaye
NIE;KNS;KBY;Kano;Kibiya;Kibiya
NIE;KNS;KKU;Kano;Kiru;Kiru
NIE;KNS;KBT;Kano;Kumbotso;Kumbotso
NIE;KNS;KNC;Kano;Kunchi;Kunchi
NIE;KNS;KUR;Kano;Kura;Kura
NIE;KNS;MDB;Kano;Madobi;Madobi
NIE;KNS;MKK;Kano;Makoda;Makoda
NIE;KNS;MJB;Kano;Minjibir;Minjibir
NIE;KNS;NSR;Kano;Nassarawa;Nassarawa
NIE;KNS;RAN;Kano;Rano;Rano
NIE;KNS;RMG;Kano;Rimin Gado;Rimin Gado
NIE;KNS;RGG;Kano;Rogo;Rogo
NIE;KNS;SNN;Kano;Shanono;Shanono
NIE;KNS;SML;Kano;Sumaila;Sumaila
NIE;KNS;TAK;Kano;Takai;Takai
NIE;KNS;TRN;Kano;Tarauni;Tarauni
NIE;KNS;TFA;Kano;Tofa;Tofa
NIE;KNS;TYW;Kano;Tsanyawa;Tsanyawa
NIE;KNS;TWD;Kano;Tudun Wada;Tudun Wada
NIE;KNS;UGG;Kano;Ungongo;Ungogo
NIE;KNS;WRA;Kano;Warawa;Warawa
NIE;KNS;WDL;Kano;Wudil;Wudil
NIE;KTS;BKR;Katsina;Bakori;Bakori
NIE;KTS;BAT;Katsina;Batagarawa;Batagarawa
NIE;KTS;BTR;Katsina;Batsari;Batsari
NIE;KTS;BRE;Katsina;Baure;Baure
NIE;KTS;BDW;Katsina;Bindawa;Bindawa
NIE;KTS;CRC;Katsina;Charanchi;Charanchi
NIE;KTS;DMS;Katsina;Dan Musa;Dan Musa
NIE;KTS;DDM;Katsina;Dandume;Dandume
NIE;KTS;DJA;Katsina;Danja;Danja
NIE;KTS;DRA;Katsina;Daura;Daura
NIE;KTS;DTS;Katsina;Dutsi;Dutsi
NIE;KTS;DTM;Katsina;Dutsin Ma;Dutsin-Ma
NIE;KTS;FSK;Katsina;Faskari;Faskari
NIE;KTS;FTA;Katsina;Funtua;Funtua
NIE;KTS;NGW;Katsina;Ingawa;Ingawa
NIE;KTS;JBY;Katsina;Jibia;Jibia
NIE;KTS;KFR;Katsina;Kafur;Kafur
NIE;KTS;KAT;Katsina;kaita;Kaita
NIE;KTS;KKR;Katsina;Kankara;Kankara
NIE;KTS;KNK;Katsina;Kankia;Kankia
NIE;KTS;KTN;Katsina;Katsina;Katsina
NIE;KTS;KUF;Katsina;Kurfi;Kurfi
NIE;KTS;KSD;Katsina;Kusada;Kusada
NIE;KTS;MDW;Katsina;Mai'Adua;Mai'Adua
NIE;KTS;MLF;Katsina;Malumfashi;Malumfashi
NIE;KTS;MAN;Katsina;Mani;Mani
NIE;KTS;MSH;Katsina;Mashi;Mashi
NIE;KTS;MTZ;Katsina;Matazu;Matazu
NIE;KTS;MSW;Katsina;Musawa;Musawa
NIE;KTS;RMY;Katsina;Rimi;Rimi
NIE;KTS;SBA;Katsina;Sabuwa;Sabuwa
NIE;KTS;SFN;Katsina;Safana;Safana
NIE;KTS;SDM;Katsina;Sandamu;Sandamu
NIE;KTS;ZNG;Katsina;Zango;Zango
NIE;KBS;ALR;Kebbi;Aleiro;Aleiro
NIE;KBS;KGW;Kebbi;Arewa Dandi;Arewa
NIE;KBS;ARG;Kebbi;Argungu;Argungu
NIE;KBS;AUG;Kebbi;Augie;Augie
NIE;KBS;BGD;Kebbi;Bagudo;Bagudo
NIE;KBS;BRK;Kebbi;Birnin Kebbi;Birnin Kebbi
NIE;KBS;BNZ;Kebbi;Bunza;Bunza
NIE;KBS;KMB;Kebbi;Dandi;Dandi
NIE;KBS;MHT;Kebbi;Fakai;Fakai
NIE;KBS;GWN;Kebbi;Gwandu;Gwandu
NIE;KBS;JEG;Kebbi;Jega;Jega
NIE;KBS;KLG;Kebbi;Kalgo;Kalgo
NIE;KBS;BES;Kebbi;Koko/Besse;Koko/Besse
NIE;KBS;MYM;Kebbi;Maiyama;Maiyama
NIE;KBS;WRR;Kebbi;Ngaski;Ngaski
NIE;KBS;DRD;Kebbi;Sakaba;Sakaba
NIE;KBS;SNA;Kebbi;Shanga;Shanga
NIE;KBS;DKG;Kebbi;Suru;Suru
NIE;KBS;RBH;Kebbi;Wasagu/Danko;Danko/Wasagu
NIE;KBS;YLW;Kebbi;Yauri;Yauri
NIE;KBS;ZUR;Kebbi;Zuru;Zuru
NIE;KGS;DAV;Kogi;Adavi;Adavi
NIE;KGS;AJA;Kogi;Ajaokuta;Ajaokuta
NIE;KGS;KPA;Kogi;Ankpa;Ankpa
NIE;KGS;BAS;Kogi;Bassa;Bassa
NIE;KGS;KNA;Kogi;Dekina;Dekina
NIE;KGS;NDG;Kogi;Ibaji;Ibaji
NIE;KGS;DAH;Kogi;Idah;Idah
NIE;KGS;AJK;Kogi;Igalamela-Odolu;Igalamela-Odolu
NIE;KGS;JMU;Kogi;Ijumu;Ijumu
NIE;KGS;KAB;Kogi;Kabba/Bunu;Kabba/Bunu
NIE;KGS;KKF;Kogi;Kogi;Kogi
NIE;KGS;LKJ;Kogi;Lokoja;Lokoja
NIE;KGS;MPA;Kogi;Mopa-Muro;Mopa-Muro
NIE;KGS;KFU;Kogi;Ofu;Ofu
NIE;KGS;KPF;Kogi;Ogori/Magongo;Ogori/Magongo
NIE;KGS;KKH;Kogi;Okehi;Okehi
NIE;KGS;KNE;Kogi;Okene;Okene
NIE;KGS;LAM;Kogi;Olamaboro;Olamaboro
NIE;KGS;BJK;Kogi;Omala;Omala
NIE;KGS;SAN;Kogi;Yagba East;Yagba East
NIE;KGS;ERE;Kogi;Yagba West;Yagba West
NIE;KWS;AFN;Kwara;Asa;Asa
NIE;KWS;KSB;Kwara;Baruten;Baruten
NIE;KWS;LAF;Kwara;Edu;Edu
NIE;KWS;ARP;Kwara;Ekiti;Ekiti
NIE;KWS;SHA;Kwara;Ifelodun;Ifelodun
NIE;KWS;KEY;Kwara;Ilorin East;Ilorin East
NIE;KWS;FUF;Kwara;Ilorin South;Ilorin South
NIE;KWS;LRN;Kwara;Ilorin West;Ilorin West
NIE;KWS;MUN;Kwara;Irepodun;Irepodun
NIE;KWS;WSN;Kwara;Isin;Isin
NIE;KWS;KMA;Kwara;Kaiama;Kaiama
NIE;KWS;BDU;Kwara;Moro;Moro
NIE;KWS;FFA;Kwara;Offa;Offa
NIE;KWS;LFF;Kwara;Oke Ero;Oke-Ero
NIE;KWS;LEM;Kwara;Oyun;Oyun
NIE;KWS;PTG;Kwara;Pategi;Pategi
NIE;LAS;GGE;Lagos;Agege;Agege
NIE;LAS;AGL;Lagos;Ajeromi/Ifelodun;Ajeromi/Ifelodun
NIE;LAS;KTU;Lagos;Alimosho;Alimosho
NIE;LAS;FST;Lagos;Amuwo Odofin;Amuwo Odofin
NIE;LAS;APP;Lagos;Apapa;Apapa
NIE;LAS;BDG;Lagos;Badagry;Badagry
NIE;LAS;EPE;Lagos;Epe;Epe
NIE;LAS;EKY;Lagos;Eti Osa;Eti-Osa
NIE;LAS;AKD;Lagos;Ibeju Lekki;Ibeju Lekki
NIE;LAS;FKJ;Lagos;Ifako/Ijaye;Ifako/Ijaye
NIE;LAS;KJA;Lagos;Ikeja;Ikeja
NIE;LAS;KRD;Lagos;Ikorodu;Ikorodu
NIE;LAS;KSF;Lagos;Kosofe;Kosofe
NIE;LAS;AAA;Lagos;Lagos Island;Lagos Island
NIE;LAS;LND;Lagos;Lagos Mainland;Lagos Mainland
NIE;LAS;MUS;Lagos;Mushin;Mushin
NIE;LAS;JJJ;Lagos;Ojo;Ojo
NIE;LAS;LSD;Lagos;Oshodi/Isolo;Oshodi/Isolo
NIE;LAS;SMK;Lagos;Shomolu;Shomolu
NIE;LAS;LSR;Lagos;Surulere;Surulere
NIE;NAS;AKW;Nasarawa;Akwanga;Akwanga
NIE;NAS;AWE;Nasarawa;Awe;Awe
NIE;NAS;DMA;Nasarawa;Doma;Doma
NIE;NAS;KRV;Nasarawa;Karu;Karu
NIE;NAS;KEN;Nasarawa;Keana;Keana
NIE;NAS;KEF;Nasarawa;Keffi;Keffi
NIE;NAS;GRU;Nasarawa;Kokona;Kokona
NIE;NAS;LFA;Nasarawa;Lafia;Lafia
NIE;NAS;NSW;Nasarawa;Nasarawa;Nasarawa
NIE;NAS;NEG;Nasarawa;Nasarawa Egon;Nasarawa Eggon
NIE;NAS;NBB;Nasarawa;Obi;Obi
NIE;NAS;NTT;Nasarawa;Toto;Toto
NIE;NAS;WAM;Nasarawa;Wamba;Wamba
NIE;NIS;AGA;Niger;Agaie;Agaie
NIE;NIS;AGR;Niger;Agwara;Agwara
NIE;NIS;BDA;Niger;Bida;Bida
NIE;NIS;NBS;Niger;Borgu;Borgu
NIE;NIS;MAK;Niger;Bosso;Bosso
NIE;NIS;MNA;Niger;Chanchaga;Chanchaga
NIE;NIS;ENG;Niger;Edati;Edati
NIE;NIS;LMU;Niger;Gbako;Gbako
NIE;NIS;GWU;Niger;Gurara;Gurara
NIE;NIS;KHA;Niger;Katcha;Katcha
NIE;NIS;KNT;Niger;Kontagora;Kontagora
NIE;NIS;LAP;Niger;Lapai;Lapai
NIE;NIS;KUG;Niger;Lavun;Lavun
NIE;NIS;NAS;Niger;Magama;Magama
NIE;NIS;BMG;Niger;Mariga;Mariga
NIE;NIS;MSG;Niger;Mashegu;Mashegu
NIE;NIS;MKW;Niger;Mokwa;Mokwa
NIE;NIS;SRP;Niger;Muya;Muya
NIE;NIS;PAK;Niger;Paikoro;Paikoro
NIE;NIS;KAG;Niger;Rafi;Rafi
NIE;NIS;RJA;Niger;Rijau;Rijau
NIE;NIS;KUT;Niger;Shiroro;Shiroro
NIE;NIS;SUL;Niger;Suleja;Suleja
NIE;NIS;WSE;Niger;Tafa;Tafa
NIE;NIS;WSH;Niger;Wushishi;Wushishi
NIE;OGS;AKM;Ogun;Abeokuta North;Abeokuta North
NIE;OGS;AAB;Ogun;Abeokuta South;Abeokuta South
NIE;OGS;TTD;Ogun;Ado Odo/Ota;Ado Odo/Ota
NIE;OGS;AYE;Ogun;Egbado North;Yewa North
NIE;OGS;LAR;Ogun;Egbado South;Yewa South
NIE;OGS;TRE;Ogun;Ewekoro;Ewekoro
NIE;OGS;FFF;Ogun;Ifo;Ifo
NIE;OGS;GBE;Ogun;Ijebu East;Ijebu East
NIE;OGS;JGB;Ogun;Ijebu North;Ijebu North
NIE;OGS;SRA;Ogun;Ijebu North East;Ijebu North East
NIE;OGS;JBD;Ogun;Ijebu ode;Ijebu ode
NIE;OGS;KNN;Ogun;Ikenne;Ikenne
NIE;OGS;MEK;Ogun;Imeko Afon;Imeko Afon
NIE;OGS;PKA;Ogun;Ipokia;Ipokia
NIE;OGS;WDE;Ogun;Obafemi Owode;Obafemi-Owode
NIE;OGS;EDE;Ogun;Odeda;Odeda
NIE;OGS;DGB;Ogun;Odogbolu;Odogbolu
NIE;OGS;ABG;Ogun;Ogun waterside;Ogun Waterside
NIE;OGS;TTN;Ogun;Remo North;Remo North
NIE;OGS;SGM;Ogun;Shagamu;Shagamu
NIE;ODS;KAK;Ondo;Akoko North East;Akoko North East
NIE;ODS;ANG;Ondo;Akoko North West;Akoko North West
NIE;ODS;KAA;Ondo;Akoko South East;Akoko South East
NIE;ODS;SUA;Ondo;Akoko South West;Akoko South West
NIE;ODS;JTA;Ondo;Akure North;Akure North
NIE;ODS;AKR;Ondo;Akure South;Akure South
NIE;ODS;GKB;Ondo;Ese Odo;Ese Odo
NIE;ODS;WEN;Ondo;Idanre;Idanre
NIE;ODS;FGB;Ondo;Ifedore;Ifedore
NIE;ODS;GBA;Ondo;Ilaje;Ilaje
NIE;ODS;LEL;Ondo;Ile Oluji/Okeigbo;Ile-Oluji-Okeigbo
NIE;ODS;REL;Ondo;Irele;Irele
NIE;ODS;REE;Ondo;Odigbo;Odigbo
NIE;ODS;KTP;Ondo;Okitipupa;Okitipupa
NIE;ODS;BDR;Ondo;Ondo East;Ondo East
NIE;ODS;NND;Ondo;Ondo West;Ondo West
NIE;ODS;FFN;Ondo;Ose;Ose
NIE;ODS;WWW;Ondo;Owo;Owo
NIE;OSS;GBN;Osun;Aiyedade;Aiyedaade
NIE;OSS;LGB;Osun;Aiyedire;Aiyedire
NIE;OSS;PRN;Osun;Atakunmosa East;Atakunmosa East
NIE;OSS;SSU;Osun;Atakunmosa West;Atakunmosa West
NIE;OSS;TAN;Osun;Boluwaduro;Boluwaduro
NIE;OSS;RGB;Osun;Boripe;Boripe
NIE;OSS;EDT;Osun;Ede North;Ede North
NIE;OSS;EDE;Osun;Ede South;Ede South
NIE;OSS;AAW;Osun;Egbedore;Egbedore
NIE;OSS;EJG;Osun;Ejigbo;Ejigbo
NIE;OSS;FFE;Osun;Ife Central;Ife Central
NIE;OSS;FEE;Osun;Ife East;Ife East
NIE;OSS;PMD;Osun;Ife North;Ife North
NIE;OSS;FTD;Osun;Ife South;Ife South
NIE;OSS;FDY;Osun;Ifedayo;Ifedayo
NIE;OSS;KNR;Osun;Ifelodun;Ifelodun
NIE;OSS;LRG;Osun;Ila;Ila
NIE;OSS;LES;Osun;Ilesha East;Ilesha East
NIE;OSS;LEW;Osun;Ilesha West;Ilesha West
NIE;OSS;RLG;Osun;Irepodun;Irepodun
NIE;OSS;KRE;Osun;Irewole;Irewole
NIE;OSS;APM;Osun;Isokan;Isokan
NIE;OSS;WWD;Osun;Iwo;Iwo
NIE;OSS;BKN;Osun;Obokun;Obokun
NIE;OSS;DTN;Osun;Odo Otin;Odo-Otin
NIE;OSS;BDS;Osun;Ola oluwa;Ola-Oluwa
NIE;OSS;GNN;Osun;Olorunda;Olorunda
NIE;OSS;JJS;Osun;Oriade;Oriade
NIE;OSS;FNN;Osun;Orolu;Orolu
NIE;OSS;SGB;Osun;Osogbo;Osogbo
NIE;OYS;JBL;Oyo;Afijio;Afijio
NIE;OYS;MNY;Oyo;Akinyele;Akinyele
NIE;OYS;FMT;Oyo;Atiba;Atiba
NIE;OYS;TDE;Oyo;Atisbo;Atisbo
NIE;OYS;EGB;Oyo;Egbeda;Egbeda
NIE;OYS;BDJ;Oyo;Ibadan North;Ibadan North
NIE;OYS;AGG;Oyo;Ibadan North East;Ibadan North East
NIE;OYS;NRK;Oyo;Ibadan North West;Ibadan North West
NIE;OYS;MAP;Oyo;Ibadan South East;Ibadan South East
NIE;OYS;LUY;Oyo;Ibadan South West;Ibadan South West
NIE;OYS;GBR;Oyo;Ibarapa Central;Ibarapa Central
NIE;OYS;RUW;Oyo;Ibarapa East;Ibarapa East
NIE;OYS;AYT;Oyo;Ibarapa North;Ibarapa North
NIE;OYS;DDA;Oyo;Ido;Ido
NIE;OYS;KSH;Oyo;Irepo;Irepo
NIE;OYS;SEY;Oyo;Iseyin;Iseyin
NIE;OYS;TUT;Oyo;Itesiwaju;Itesiwaju
NIE;OYS;WEL;Oyo;Iwajowa;Iwajowa
NIE;OYS;KEH;Oyo;Kajola;Kajola
NIE;OYS;YNF;Oyo;Lagelu;Lagelu
NIE;OYS;KNH;Oyo;Ogbomosho North;Ogbomosho North
NIE;OYS;AME;Oyo;Ogbomosho South;Ogbomosho South
NIE;OYS;AJW;Oyo;Ogo Oluwa;Ogo Oluwa
NIE;OYS;GBY;Oyo;Olorunsogo;Olorunsogo
NIE;OYS;YRE;Oyo;Oluyole;Oluyole
NIE;OYS;AKN;Oyo;Ona ara;Ona Ara
NIE;OYS;GBH;Oyo;Orelope;Orelope
NIE;OYS;KKY;Oyo;Ori Ire;Ori Ire
NIE;OYS;YYY;Oyo;Oyo East;Oyo East
NIE;OYS;JND;Oyo;Oyo West;Oyo West
NIE;OYS;GMD;Oyo;Saki East;Saki East
NIE;OYS;SHK;Oyo;Saki West;Saki West
NIE;OYS;RSD;Oyo;Surulere;Surulere
NIE;PLS;BLD;Plateau;Barkin Ladi;Barkin Ladi
NIE;PLS;BSA;Plateau;Bassa;Bassa
NIE;PLS;BKK;Plateau;Bokkos;Bokkos
NIE;PLS;ANW;Plateau;Jos East;Jos East
NIE;PLS;JJN;Plateau;Jos North;Jos North
NIE;PLS;BUU;Plateau;Jos South;Jos South
NIE;PLS;DNG;Plateau;Kanam;Kanam
NIE;PLS;KWK;Plateau;Kanke;Kanke
NIE;PLS;LGT;Plateau;Langtang North;Langtang North
NIE;PLS;MBD;Plateau;Langtang South;Langtang South
NIE;PLS;MGU;Plateau;Mangu;Mangu
NIE;PLS;TNK;Plateau;Mikang;Mikang
NIE;PLS;PKN;Plateau;Pankshin;Pankshin
NIE;PLS;QAP;Plateau;Qua'an Pan;Qua'an Pan
NIE;PLS;RYM;Plateau;Riyom;Riyom
NIE;PLS;SHD;Plateau;Shendam;Shendam
NIE;PLS;WAS;Plateau;Wase;Wase
NIE;RVS;ABU;Rivers;Abua/Odual;Abua/Odual
NIE;RVS;AHD;Rivers;Ahoada East;Ahoada East
NIE;RVS;KNM;Rivers;Ahoada West;Ahoada West
NIE;RVS;ABM;Rivers;Akuku Toru;Akuku Toru
NIE;RVS;NDN;Rivers;Andoni;Andoni
NIE;RVS;BGM;Rivers;Asari-Toru;Asari-Toru
NIE;RVS;BNY;Rivers;Bonny;Bonny
NIE;RVS;DEG;Rivers;Degema;Degema
NIE;RVS;NCH;Rivers;Eleme;Eleme
NIE;RVS;MHA;Rivers;Emuoha;Emuoha
NIE;RVS;KHE;Rivers;Etche;Etche
NIE;RVS;KPR;Rivers;Gokana;Gokana
NIE;RVS;SKP;Rivers;Ikwerre;Ikwerre
NIE;RVS;BRR;Rivers;Khana;Khana
NIE;RVS;RUM;Rivers;Obio/Akpor;Obio/Akpor
NIE;RVS;RGM;Rivers;Ogba/Egbema/Ndoni;Ogba/Egbema/Ndoni
NIE;RVS;GGU;Rivers;Ogu Bolo;Ogu/Bolo
NIE;RVS;KRK;Rivers;Okrika;Okrika
NIE;RVS;BER;Rivers;Omumma;Omumma
NIE;RVS;PBT;Rivers;Opobo/Nkoro;Opobo/Nkoro
NIE;RVS;AFM;Rivers;Oyigbo;Oyigbo
NIE;RVS;PHC;Rivers;Port-Harcourt;Port-Harcourt
NIE;RVS;SKN;Rivers;Tai;Tai
NIE;SOS;BNJ;Sokoto;Binji;Binji
NIE;SOS;BDN;Sokoto;Bodinga;Bodinga
NIE;SOS;DGS;Sokoto;Dange-Shuni;Dange-Shuni
NIE;SOS;GAD;Sokoto;Gada;Gada
NIE;SOS;GRY;Sokoto;Goronyo;Goronyo
NIE;SOS;BLE;Sokoto;Gudu;Gudu
NIE;SOS;GWD;Sokoto;Gwadabawa;Gwadabawa
NIE;SOS;LLA;Sokoto;Illela;Illela
NIE;SOS;SAA;Sokoto;Isa;Isa
NIE;SOS;KBE;Sokoto;Kebbe;Kebbe
NIE;SOS;KWR;Sokoto;Kware;Kware
NIE;SOS;RBA;Sokoto;Rabah;Rabah
NIE;SOS;SBN;Sokoto;Sabon Birni;Sabon Birni
NIE;SOS;SGR;Sokoto;Shagari;Shagari
NIE;SOS;SLM;Sokoto;Silame;Silame
NIE;SOS;SKK;Sokoto;Sokoto North;Sokoto North
NIE;SOS;SRZ;Sokoto;Sokoto South;Sokoto South
NIE;SOS;TBW;Sokoto;Tambuwal;Tambuwal
NIE;SOS;TGZ;Sokoto;Tangaza;Tangaza
NIE;SOS;TRT;Sokoto;Tureta;Tureta
NIE;SOS;WMK;Sokoto;Wamako;Wamako
NIE;SOS;WRN;Sokoto;Wurno;Wurno
NIE;SOS;YYB;Sokoto;Yabo;Yabo
NIE;TRS;ARD;Taraba;Ardo-Kola;Ardo-Kola
NIE;TRS;BAL;Taraba;Bali;Bali
NIE;TRS;DGA;Taraba;Donga;Donga
NIE;TRS;GKA;Taraba;Gashaka;Gashaka
NIE;TRS;GAS;Taraba;Gassol;Gassol
NIE;TRS;BBB;Taraba;Ibi;Ibi
NIE;TRS;JAL;Taraba;Jalingo;Jalingo
NIE;TRS;KLD;Taraba;Karim Lamido;Karim-Lamido
NIE;TRS;KRM;Taraba;Kurmi;Kurmi
NIE;TRS;LAU;Taraba;Lau;Lau
NIE;TRS;SDA;Taraba;Sardauna;Sardauna
NIE;TRS;TTM;Taraba;Takum;Takum
NIE;TRS;USS;Taraba;Ussa;Ussa
NIE;TRS;WKR;Taraba;Wukari;Wukari
NIE;TRS;YRR;Taraba;Yorro;Yorro
NIE;TRS;TZG;Taraba;Zing;Zing
NIE;YBS;GSH;Yobe;Barde;Bade
NIE;YBS;DPH;Yobe;Borsari;Bursari
NIE;YBS;DTR;Yobe;Damaturu;Damaturu
NIE;YBS;FKA;Yobe;Fika;Fika
NIE;YBS;FUN;Yobe;Fune;Fune
NIE;YBS;GDM;Yobe;Geidam;Geidam
NIE;YBS;GJB;Yobe;Gujba;Gujba
NIE;YBS;GLN;Yobe;Gulani;Gulani
NIE;YBS;JAK;Yobe;Jakusko;Jakusko
NIE;YBS;KRS;Yobe;Karasuwa;Karasuwa
NIE;YBS;MCN;Yobe;Machina;Machina
NIE;YBS;NNR;Yobe;Nangere;Nangere
NIE;YBS;NGU;Yobe;Nguru;Nguru
NIE;YBS;PKM;Yobe;Potiskum;Potiskum
NIE;YBS;TMW;Yobe;Tarmua;Tarmuwa
NIE;YBS;YUN;Yobe;Yunusari;Yunusari
NIE;YBS;YSF;Yobe;Yusufari;Yusufari
NIE;ZAS;ANK;Zamfara;Anka;Anka
NIE;ZAS;BKA;Zamfara;Bakura;Bakura
NIE;ZAS;BMJ;Zamfara;Birnin Magaji/Kiyaw;Birnin Magaji
NIE;ZAS;BKM;Zamfara;Bukkuyum;Bukkuyum
NIE;ZAS;BUG;Zamfara;Bungudu;Bungudu
NIE;ZAS;GMM;Zamfara;Gummi;Gummi
NIE;ZAS;GUS;Zamfara;Gusau;Gusau
NIE;ZAS;KRN;Zamfara;Kaura Namoda;Kaura Namoda
NIE;ZAS;MRD;Zamfara;Maradun;Maradun
NIE;ZAS;MRR;Zamfara;Maru;Maru
NIE;ZAS;SKF;Zamfara;Shinkafi;Shinkafi
NIE;ZAS;TMA;Zamfara;Talata Mafara;Talata Mafara
NIE;ZAS;TSF;Zamfara;Tsafe;Tsafe
NIE;ZAS;ZRM;Zamfara;Zurmi;Zurmi
